source,target
ESTROGEN_RESPONSE_LATE,PKP3
ESTROGEN_RESPONSE_LATE,PRLR
ESTROGEN_RESPONSE_LATE,CYP4F11
ESTROGEN_RESPONSE_LATE,PLAC1
COAGULATION,SERPINA1
ESTROGEN_RESPONSE_LATE,SERPINA1
COMPLEMENT,SERPINA1
ESTROGEN_RESPONSE_LATE,AGR2
ESTROGEN_RESPONSE_LATE,GALE
GLYCOLYSIS,GALE
ESTROGEN_RESPONSE_LATE,IMPA2
APICAL_JUNCTION,LAMC2
ESTROGEN_RESPONSE_LATE,LAMC2
EPITHELIAL_MESENCHYMAL_TRANSITION,LAMC2
COAGULATION,ACOX2
ESTROGEN_RESPONSE_LATE,ACOX2
XENOBIOTIC_METABOLISM,ACOX2
ESTROGEN_RESPONSE_LATE,CXCL14
ESTROGEN_RESPONSE_LATE,PCP4
KRAS_SIGNALING_UP,PCP4
ESTROGEN_RESPONSE_LATE,JAK1
ESTROGEN_RESPONSE_LATE,METTL3
ANGIOGENESIS,SERPINA5
ESTROGEN_RESPONSE_LATE,SERPINA5
FATTY_ACID_METABOLISM,HMGCS2
COAGULATION,HMGCS2
ESTROGEN_RESPONSE_LATE,HMGCS2
MYOGENESIS,TNNC1
ESTROGEN_RESPONSE_LATE,TNNC1
ESTROGEN_RESPONSE_LATE,GJB3
ESTROGEN_RESPONSE_LATE,NAB2
ESTROGEN_RESPONSE_LATE,EMP2
ANDROGEN_RESPONSE,SORD
MTORC1_SIGNALING,SORD
MYC_TARGETS_V2,SORD
ESTROGEN_RESPONSE_LATE,SORD
COAGULATION,TFPI2
ESTROGEN_RESPONSE_LATE,TFPI2
COMPLEMENT,TFPI2
EPITHELIAL_MESENCHYMAL_TRANSITION,TFPI2
OXIDATIVE_PHOSPHORYLATION,IDH2
BILE_ACID_METABOLISM,IDH2
ESTROGEN_RESPONSE_LATE,IDH2
PEROXISOME,IDH2
ESTROGEN_RESPONSE_LATE,SLC2A8
ESTROGEN_RESPONSE_LATE,PRKAR2B
UV_RESPONSE_DN,PRKAR2B
ESTROGEN_RESPONSE_LATE,LSR
ESTROGEN_RESPONSE_LATE,MEST
EPITHELIAL_MESENCHYMAL_TRANSITION,MEST
ESTROGEN_RESPONSE_LATE,ASS1
UV_RESPONSE_DN,ATP2B4
ESTROGEN_RESPONSE_LATE,ATP2B4
ESTROGEN_RESPONSE_LATE,ST6GALNAC2
ANDROGEN_RESPONSE,UAP1
ANDROGEN_RESPONSE,PIAS1
ANDROGEN_RESPONSE,KLK2
ANDROGEN_RESPONSE,ELL2
HEME_METABOLISM,ELL2
ANDROGEN_RESPONSE,TMEM50A
ANDROGEN_RESPONSE,ACSL3
MTORC1_SIGNALING,ACSL3
ANDROGEN_RESPONSE,ALDH1A3
KRAS_SIGNALING_UP,ALDH1A3
ANDROGEN_RESPONSE,SEC24D
PROTEIN_SECRETION,SEC24D
ANDROGEN_RESPONSE,SRP19
ANDROGEN_RESPONSE,GPD1L
ALLOGRAFT_REJECTION,B2M
ANDROGEN_RESPONSE,B2M
INTERFERON_GAMMA_RESPONSE,B2M
INTERFERON_ALPHA_RESPONSE,B2M
ANDROGEN_RESPONSE,ZMIZ1
UV_RESPONSE_DN,ZMIZ1
ANDROGEN_RESPONSE,DBI
ANDROGEN_RESPONSE,HSD17B14
ANDROGEN_RESPONSE,PA2G4
MYC_TARGETS_V2,PA2G4
MYC_TARGETS_V1,PA2G4
E2F_TARGETS,PA2G4
ANDROGEN_RESPONSE,MYL12A
ANDROGEN_RESPONSE,RPS6KA3
PROTEIN_SECRETION,RPS6KA3
PI3K_AKT_MTOR_SIGNALING,RPS6KA3
ANDROGEN_RESPONSE,SELENOP
KRAS_SIGNALING_DN,SELENOP
ANDROGEN_RESPONSE,PTK2B
ANDROGEN_RESPONSE,CDC14B
ANDROGEN_RESPONSE,MERTK
GLYCOLYSIS,MERTK
ANDROGEN_RESPONSE,SPDEF
MYOGENESIS,SPDEF
ANDROGEN_RESPONSE,FADS1
MTORC1_SIGNALING,FADS1
BILE_ACID_METABOLISM,FADS1
PEROXISOME,FADS1
ANDROGEN_RESPONSE,LMAN1
PROTEIN_SECRETION,LMAN1
ANDROGEN_RESPONSE,UBE2J1
ANDROGEN_RESPONSE,BMPR1B
FATTY_ACID_METABOLISM,BMPR1B
KRAS_SIGNALING_DN,BMPR1B
ANDROGEN_RESPONSE,NKX3-1
ANDROGEN_RESPONSE,ITGAV
IL2_STAT5_SIGNALING,ITGAV
EPITHELIAL_MESENCHYMAL_TRANSITION,ITGAV
ANGIOGENESIS,ITGAV
ANDROGEN_RESPONSE,VAPA
ANDROGEN_RESPONSE,INPP4B
UV_RESPONSE_DN,INPP4B
ANDROGEN_RESPONSE,PTPN21
UV_RESPONSE_DN,PTPN21
ANDROGEN_RESPONSE,GNAI3
INFLAMMATORY_RESPONSE,GNAI3
COMPLEMENT,GNAI3
ANDROGEN_RESPONSE,IQGAP2
ANDROGEN_RESPONSE,ACTN1
APICAL_JUNCTION,ACTN1
ANDROGEN_RESPONSE,AZGP1
ANDROGEN_RESPONSE,UBE2I
ANDROGEN_RESPONSE,PLPP1
IL2_STAT5_SIGNALING,PLPP1
ANDROGEN_RESPONSE,HERC3
ANDROGEN_RESPONSE,MAP7
SPERMATOGENESIS,MAP7
KRAS_SIGNALING_UP,MAP7
ANDROGEN_RESPONSE,ARID5B
INTERFERON_GAMMA_RESPONSE,ARID5B
ANDROGEN_RESPONSE,CENPN
ALLOGRAFT_REJECTION,AKT1
ANDROGEN_RESPONSE,AKT1
PI3K_AKT_MTOR_SIGNALING,AKT1
ANDROGEN_RESPONSE,STEAP4
ANDROGEN_RESPONSE,HPGD
FATTY_ACID_METABOLISM,HPGD
ANDROGEN_RESPONSE,TMPRSS2
ANDROGEN_RESPONSE,SLC38A2
ANDROGEN_RESPONSE,APPBP2
ANDROGEN_RESPONSE,SMS
FATTY_ACID_METABOLISM,SMS
ANDROGEN_RESPONSE,SRF
ANDROGEN_RESPONSE,DHCR24
FATTY_ACID_METABOLISM,DHCR24
MTORC1_SIGNALING,DHCR24
BILE_ACID_METABOLISM,DHCR24
PEROXISOME,DHCR24
ANDROGEN_RESPONSE,MAF
ANDROGEN_RESPONSE,ADAMTS1
ALLOGRAFT_REJECTION,CCND3
ANDROGEN_RESPONSE,CCND3
HEME_METABOLISM,CCND3
IL2_STAT5_SIGNALING,CCND3
P53_PATHWAY,CCND3
UV_RESPONSE_UP,CCND3
ANDROGEN_RESPONSE,ELK4
ANDROGEN_RESPONSE,CAMKK2
ANDROGEN_RESPONSE,NCOA4
HEME_METABOLISM,NCOA4
ANDROGEN_RESPONSE,XRCC6
MYC_TARGETS_V1,XRCC6
E2F_TARGETS,XRCC6
ANDROGEN_RESPONSE,XRCC5
ANDROGEN_RESPONSE,NGLY1
ANDROGEN_RESPONSE,KLK3
ANDROGEN_RESPONSE,ABCC4
ANDROGEN_RESPONSE,STK39
ANDROGEN_RESPONSE,INSIG1
APICAL_JUNCTION,INSIG1
MTORC1_SIGNALING,INSIG1
UV_RESPONSE_DN,INSIG1
ANDROGEN_RESPONSE,PGM3
ANDROGEN_RESPONSE,GUCY1A1
KRAS_SIGNALING_UP,GUCY1A1
ANDROGEN_RESPONSE,RAB4A
UNFOLDED_PROTEIN_RESPONSE,SPCS3
ANDROGEN_RESPONSE,SPCS3
ANDROGEN_RESPONSE,MAK
ANDROGEN_RESPONSE,CDK6
HEDGEHOG_SIGNALING,CDK6
MYOGENESIS,ACSL1
FATTY_ACID_METABOLISM,ACSL1
BILE_ACID_METABOLISM,ACSL1
PEROXISOME,ACSL1
MYOGENESIS,BDKRB2
MYOGENESIS,COL1A1
UV_RESPONSE_DN,COL1A1
EPITHELIAL_MESENCHYMAL_TRANSITION,COL1A1
MYOGENESIS,MYOZ1
MYOGENESIS,NCAM1
MYOGENESIS,RB1
P53_PATHWAY,RB1
MYOGENESIS,COL6A2
EPITHELIAL_MESENCHYMAL_TRANSITION,COL6A2
MYOGENESIS,CNN3
MYOGENESIS,KIFC3
MYOGENESIS,TPM2
EPITHELIAL_MESENCHYMAL_TRANSITION,TPM2
MYOGENESIS,MYH3
MYOGENESIS,COX7A1
MYOGENESIS,CACNA1H
GLYCOLYSIS,CACNA1H
MYOGENESIS,MB
MYOGENESIS,SGCA
MYOGENESIS,PTP4A3
IL2_STAT5_SIGNALING,PRNP
MYOGENESIS,PRNP
REACTIVE_OXYGEN_SPECIES_PATHWAY,PRNP
MYOGENESIS,MYL6B
MYOGENESIS,MYOM2
MYOGENESIS,RYR1
KRAS_SIGNALING_DN,RYR1
MYOGENESIS,FHL1
MYOGENESIS,ATP2A1
MYOGENESIS,KLF5
COAGULATION,CFD
MYOGENESIS,CFD
MYOGENESIS,MYL7
MYOGENESIS,DENND2B
MYOGENESIS,DMPK
APICAL_JUNCTION,ITGB1
MYOGENESIS,ITGB1
EPITHELIAL_MESENCHYMAL_TRANSITION,ITGB1
APICAL_JUNCTION,AKT2
MYOGENESIS,AKT2
KRAS_SIGNALING_UP,AKT2
MYOGENESIS,MAPRE3
MYOGENESIS,CKMT2
MYOGENESIS,AGRN
GLYCOLYSIS,AGRN
MYOGENESIS,SGCD
EPITHELIAL_MESENCHYMAL_TRANSITION,SGCD
MYOGENESIS,APLNR
INFLAMMATORY_RESPONSE,APLNR
MYOGENESIS,MYH4
MYOGENESIS,EPHB3
MYOGENESIS,TPM3
MYOGENESIS,MEF2A
MYOGENESIS,TNNT1
HEME_METABOLISM,SLC6A8
MYOGENESIS,SLC6A8
UV_RESPONSE_UP,SLC6A8
EPITHELIAL_MESENCHYMAL_TRANSITION,SLC6A8
MYOGENESIS,MYOG
MYOGENESIS,CTF1
MYOGENESIS,SMTN
MYOGENESIS,CAV3
MYOGENESIS,SGCG
EPITHELIAL_MESENCHYMAL_TRANSITION,SGCG
MYOGENESIS,CASQ2
UNFOLDED_PROTEIN_RESPONSE,EIF4A2
MYOGENESIS,EIF4A2
MYOGENESIS,MAPK12
MYOGENESIS,MRAS
MYOGENESIS,LAMA2
EPITHELIAL_MESENCHYMAL_TRANSITION,LAMA2
MYOGENESIS,GABARAPL2
MYOGENESIS,FXYD1
MYOGENESIS,MYF6
MYOGENESIS,TCAP
APICAL_JUNCTION,KCNH2
MYOGENESIS,KCNH2
UV_RESPONSE_UP,KCNH2
MYOGENESIS,FKBP1B
MYOGENESIS,PKIA
MYOGENESIS,TNNI1
P53_PATHWAY,TNNI1
MYOGENESIS,CDH13
P53_PATHWAY,CDH13
COMPLEMENT,CDH13
MYOGENESIS,TNNT2
KRAS_SIGNALING_UP,TNNT2
APICAL_JUNCTION,ACTN2
MYOGENESIS,ACTN2
COMPLEMENT,ACTN2
MYOGENESIS,GJA5
MYOGENESIS,EFS
MYOGENESIS,SH2B1
MYOGENESIS,MYH7
KRAS_SIGNALING_DN,MYH7
MYOGENESIS,CHRNA1
MYOGENESIS,AGL
GLYCOLYSIS,AGL
MYOGENESIS,PLXNB2
P53_PATHWAY,PLXNB2
MYOGENESIS,TNNI2
MYOGENESIS,CHRNB1
XENOBIOTIC_METABOLISM,IGF1
MYOGENESIS,IGF1
MYOGENESIS,PICK1
COAGULATION,SIRT2
MYOGENESIS,SIRT2
MYOGENESIS,CAMK2B
MYOGENESIS,HRC
MYOGENESIS,DES
MYOGENESIS,SCHIP1
UV_RESPONSE_DN,SCHIP1
MYOGENESIS,ITGB5
EPITHELIAL_MESENCHYMAL_TRANSITION,ITGB5
MYOGENESIS,HSPB2
MYOGENESIS,ADAM12
EPITHELIAL_MESENCHYMAL_TRANSITION,ADAM12
MYOGENESIS,FOXO4
MYOGENESIS,SOD3
MYOGENESIS,KCNH1
MYOGENESIS,CASQ1
MYOGENESIS,COL3A1
UV_RESPONSE_DN,COL3A1
EPITHELIAL_MESENCHYMAL_TRANSITION,COL3A1
ANGIOGENESIS,COL3A1
MYOGENESIS,TAGLN
EPITHELIAL_MESENCHYMAL_TRANSITION,TAGLN
MYOGENESIS,NOS1
KRAS_SIGNALING_DN,NOS1
SPERMATOGENESIS,NOS1
MYOGENESIS,COL6A3
EPITHELIAL_MESENCHYMAL_TRANSITION,COL6A3
APICAL_JUNCTION,SPEG
MYOGENESIS,SPEG
APICAL_JUNCTION,ITGB4
MYOGENESIS,ITGB4
P53_PATHWAY,ITGB4
MYOGENESIS,MYH11
MYOGENESIS,MYH8
MYOGENESIS,VIPR1
MYOGENESIS,FST
MYOGENESIS,MEF2C
MYOGENESIS,MYH1
MYOGENESIS,SH3BGR
MYOGENESIS,APOD
KRAS_SIGNALING_UP,APOD
MYOGENESIS,MEF2D
APICAL_JUNCTION,SORBS3
MYOGENESIS,SORBS3
ALLOGRAFT_REJECTION,ACHE
MYOGENESIS,ACHE
HEDGEHOG_SIGNALING,ACHE
MYOGENESIS,FLII
MYOGENESIS,MYL11
MYOGENESIS,PDE4DIP
MYOGENESIS,CKM
KRAS_SIGNALING_DN,CKM
MYOGENESIS,LDB3
MYOGENESIS,PTGIS
MYOGENESIS,TEAD4
REACTIVE_OXYGEN_SPECIES_PATHWAY,NQO1
XENOBIOTIC_METABOLISM,NQO1
MYOGENESIS,NQO1
MYOGENESIS,CHRNG
KRAS_SIGNALING_DN,CHRNG
MYOGENESIS,PDLIM7
BILE_ACID_METABOLISM,PFKM
MYOGENESIS,PFKM
IL2_STAT5_SIGNALING,MYO1C
MYOGENESIS,MYO1C
MYOGENESIS,CRYAB
MYOGENESIS,PC
XENOBIOTIC_METABOLISM,PC
GLYCOLYSIS,PC
HEME_METABOLISM,PC
IL2_STAT5_SIGNALING,SYNGR2
MYOGENESIS,SYNGR2
MYOGENESIS,IGFBP7
MYOGENESIS,SLN
MTORC1_SIGNALING,RIT1
PI3K_AKT_MTOR_SIGNALING,RIT1
MYOGENESIS,RIT1
COAGULATION,SPARC
MYOGENESIS,SPARC
EPITHELIAL_MESENCHYMAL_TRANSITION,SPARC
MYOGENESIS,MYBPH
PI3K_AKT_MTOR_SIGNALING,TSC2
MYOGENESIS,TSC2
MYOGENESIS,MYL4
HEME_METABOLISM,MYL4
MYOGENESIS,CACNG1
KRAS_SIGNALING_DN,CACNG1
APICAL_JUNCTION,ACTA1
MYOGENESIS,ACTA1
MYOGENESIS,COL4A2
COMPLEMENT,COL4A2
EPITHELIAL_MESENCHYMAL_TRANSITION,COL4A2
MYOGENESIS,OCEL1
APICAL_JUNCTION,ACTN3
MYOGENESIS,ACTN3
MYOGENESIS,FGF2
EPITHELIAL_MESENCHYMAL_TRANSITION,FGF2
APICAL_JUNCTION,ACTC1
MYOGENESIS,ACTC1
KRAS_SIGNALING_DN,ACTC1
OXIDATIVE_PHOSPHORYLATION,ATP6AP1
MYOGENESIS,ATP6AP1
MYOGENESIS,COX6A2
MYOGENESIS,PVALB
MYOGENESIS,MYL2
MYOGENESIS,TNNC2
MYOGENESIS,MYL3
MYOGENESIS,DAPK2
MYOGENESIS,CSRP3
MYOGENESIS,ANKRD2
MYOGENESIS,MYBPC3
MYOGENESIS,GNAO1
MYOGENESIS,FABP3
MYOGENESIS,AEBP1
MYOGENESIS,MYH2
MYOGENESIS,MYL1
MTORC1_SIGNALING,IFRD1
MYC_TARGETS_V1,IFRD1
MYOGENESIS,IFRD1
MYOGENESIS,LPIN1
SPERMATOGENESIS,LPIN1
MYOGENESIS,MYOM1
MYOGENESIS,TNNT3
REACTIVE_OXYGEN_SPECIES_PATHWAY,LSP1
MYOGENESIS,LSP1
PROTEIN_SECRETION,CLTA
PROTEIN_SECRETION,SNAP23
PROTEIN_SECRETION,MAPK1
PI3K_AKT_MTOR_SIGNALING,MAPK1
PROTEIN_SECRETION,STX7
PROTEIN_SECRETION,DOP1A
PROTEIN_SECRETION,BET1
PROTEIN_SECRETION,GBF1
UV_RESPONSE_UP,AP2S1
PROTEIN_SECRETION,AP2S1
PROTEIN_SECRETION,COPB1
PROTEIN_SECRETION,SEC22B
PROTEIN_SECRETION,GALC
PROTEIN_SECRETION,CAV2
PROTEIN_SECRETION,GNAS
PROTEIN_SECRETION,TOM1L1
PROTEIN_SECRETION,CD63
PROTEIN_SECRETION,ERGIC3
MTORC1_SIGNALING,M6PR
PROTEIN_SECRETION,M6PR
PROTEIN_SECRETION,SCAMP1
PROTEIN_SECRETION,NAPG
PROTEIN_SECRETION,RAB22A
PROTEIN_SECRETION,STX12
PROTEIN_SECRETION,STAM
PROTEIN_SECRETION,ARFGEF2
MTORC1_SIGNALING,USO1
PROTEIN_SECRETION,USO1
MTORC1_SIGNALING,YKT6
UV_RESPONSE_UP,YKT6
PROTEIN_SECRETION,YKT6
PROTEIN_SECRETION,SCAMP3
PI3K_AKT_MTOR_SIGNALING,ARF1
PROTEIN_SECRETION,ARF1
PROTEIN_SECRETION,AP1G1
PROTEIN_SECRETION,ATP1A1
KRAS_SIGNALING_DN,ATP6V1B1
PROTEIN_SECRETION,ATP6V1B1
PROTEIN_SECRETION,AP2B1
PROTEIN_SECRETION,TMX1
PROTEIN_SECRETION,VPS45
APICAL_SURFACE,ADAM10
PROTEIN_SECRETION,ADAM10
PROTEIN_SECRETION,GOLGA4
PROTEIN_SECRETION,NAPA
MTORC1_SIGNALING,CTSC
PROTEIN_SECRETION,CTSC
COMPLEMENT,CTSC
PROTEIN_SECRETION,ARCN1
PROTEIN_SECRETION,MON2
HEME_METABOLISM,CLCN3
PROTEIN_SECRETION,CLCN3
MYC_TARGETS_V1,AP3S1
PROTEIN_SECRETION,AP3S1
PROTEIN_SECRETION,SGMS1
PROTEIN_SECRETION,SH3GL2
PROTEIN_SECRETION,RAB9A
PROTEIN_SECRETION,CLTC
PI3K_AKT_MTOR_SIGNALING,CLTC
PROTEIN_SECRETION,RAB14
PROTEIN_SECRETION,AP3B1
PROTEIN_SECRETION,SCRN1
PROTEIN_SECRETION,COPE
E2F_TARGETS,ANP32E
PROTEIN_SECRETION,ANP32E
PROTEIN_SECRETION,OCRL
UNFOLDED_PROTEIN_RESPONSE,SEC31A
PROTEIN_SECRETION,SEC31A
PI3K_AKT_MTOR_SIGNALING,AP2M1
PROTEIN_SECRETION,AP2M1
PROTEIN_SECRETION,CLN5
PROTEIN_SECRETION,RER1
PROTEIN_SECRETION,STX16
UNFOLDED_PROTEIN_RESPONSE,GOSR2
PROTEIN_SECRETION,GOSR2
UV_RESPONSE_DN,ICA1
PROTEIN_SECRETION,ICA1
PROTEIN_SECRETION,ARFIP1
PROTEIN_SECRETION,TMED10
PROTEIN_SECRETION,VAMP4
GLYCOLYSIS,COPB2
PROTEIN_SECRETION,COPB2
OXIDATIVE_PHOSPHORYLATION,ATP6V1H
PROTEIN_SECRETION,ATP6V1H
PROTEIN_SECRETION,TSPAN8
E2F_TARGETS,ZW10
PROTEIN_SECRETION,ZW10
PROTEIN_SECRETION,RAB2A
PROTEIN_SECRETION,RAB5A
PROTEIN_SECRETION,YIPF6
PROTEIN_SECRETION,BNIP3
PROTEIN_SECRETION,SNX2
GLYCOLYSIS,COG2
PROTEIN_SECRETION,COG2
PROTEIN_SECRETION,ARFGAP3
PROTEIN_SECRETION,VAMP3
HEME_METABOLISM,LAMP2
COAGULATION,LAMP2
COMPLEMENT,LAMP2
PROTEIN_SECRETION,LAMP2
PROTEIN_SECRETION,VAMP7
PEROXISOME,VPS4B
PROTEIN_SECRETION,VPS4B
INTERFERON_GAMMA_RESPONSE,RNF31
INTERFERON_ALPHA_RESPONSE,RNF31
INTERFERON_ALPHA_RESPONSE,OAS1
INTERFERON_GAMMA_RESPONSE,OGFR
INTERFERON_ALPHA_RESPONSE,OGFR
INTERFERON_GAMMA_RESPONSE,TRAFD1
INTERFERON_ALPHA_RESPONSE,TRAFD1
P53_PATHWAY,TRAFD1
INTERFERON_GAMMA_RESPONSE,IRF2
INTERFERON_ALPHA_RESPONSE,IRF2
COMPLEMENT,IRF2
MTORC1_SIGNALING,PSMA3
INTERFERON_GAMMA_RESPONSE,PSMA3
INTERFERON_ALPHA_RESPONSE,PSMA3
INTERFERON_GAMMA_RESPONSE,PARP14
INTERFERON_ALPHA_RESPONSE,PARP14
INTERFERON_GAMMA_RESPONSE,LY6E
INTERFERON_ALPHA_RESPONSE,LY6E
INFLAMMATORY_RESPONSE,LY6E
INTERFERON_GAMMA_RESPONSE,IFI35
INTERFERON_ALPHA_RESPONSE,IFI35
INTERFERON_GAMMA_RESPONSE,IFIT3
INTERFERON_ALPHA_RESPONSE,IFIT3
INTERFERON_GAMMA_RESPONSE,IFITM2
INTERFERON_ALPHA_RESPONSE,IFITM2
ALLOGRAFT_REJECTION,CD74
INTERFERON_GAMMA_RESPONSE,CD74
INTERFERON_ALPHA_RESPONSE,CD74
INTERFERON_GAMMA_RESPONSE,IFI27
INTERFERON_ALPHA_RESPONSE,IFI27
INTERFERON_GAMMA_RESPONSE,SAMD9L
INTERFERON_ALPHA_RESPONSE,SAMD9L
INTERFERON_ALPHA_RESPONSE,HLA-C
INTERFERON_GAMMA_RESPONSE,MX1
INTERFERON_ALPHA_RESPONSE,MX1
KRAS_SIGNALING_DN,MX1
INTERFERON_ALPHA_RESPONSE,PARP9
INTERFERON_GAMMA_RESPONSE,PSMB9
INTERFERON_ALPHA_RESPONSE,PSMB9
COMPLEMENT,PSMB9
INTERFERON_GAMMA_RESPONSE,HELZ2
INTERFERON_ALPHA_RESPONSE,HELZ2
INTERFERON_ALPHA_RESPONSE,IFITM1
INFLAMMATORY_RESPONSE,IFITM1
INTERFERON_GAMMA_RESPONSE,PSMB8
INTERFERON_ALPHA_RESPONSE,PSMB8
KRAS_SIGNALING_UP,PSMB8
ALLOGRAFT_REJECTION,IL15
INTERFERON_GAMMA_RESPONSE,IL15
INTERFERON_ALPHA_RESPONSE,IL15
INFLAMMATORY_RESPONSE,IL15
EPITHELIAL_MESENCHYMAL_TRANSITION,IL15
ALLOGRAFT_REJECTION,CD47
INTERFERON_ALPHA_RESPONSE,CD47
INTERFERON_ALPHA_RESPONSE,TENT5A
INTERFERON_GAMMA_RESPONSE,TRIM14
INTERFERON_ALPHA_RESPONSE,TRIM14
INTERFERON_ALPHA_RESPONSE,LPAR6
INTERFERON_ALPHA_RESPONSE,CNP
UV_RESPONSE_UP,CNP
ALLOGRAFT_REJECTION,WARS1
MTORC1_SIGNALING,WARS1
INTERFERON_GAMMA_RESPONSE,WARS1
INTERFERON_ALPHA_RESPONSE,WARS1
INTERFERON_GAMMA_RESPONSE,PSME2
INTERFERON_ALPHA_RESPONSE,PSME2
INTERFERON_ALPHA_RESPONSE,NCOA7
INTERFERON_GAMMA_RESPONSE,LGALS3BP
INTERFERON_ALPHA_RESPONSE,LGALS3BP
INTERFERON_GAMMA_RESPONSE,PNPT1
INTERFERON_ALPHA_RESPONSE,PNPT1
INTERFERON_GAMMA_RESPONSE,TRIM21
INTERFERON_ALPHA_RESPONSE,TRIM21
INTERFERON_GAMMA_RESPONSE,RTP4
INTERFERON_ALPHA_RESPONSE,RTP4
INFLAMMATORY_RESPONSE,RTP4
INTERFERON_GAMMA_RESPONSE,BATF2
INTERFERON_ALPHA_RESPONSE,BATF2
INTERFERON_GAMMA_RESPONSE,CMTR1
INTERFERON_ALPHA_RESPONSE,CMTR1
INTERFERON_GAMMA_RESPONSE,DDX60
INTERFERON_ALPHA_RESPONSE,DDX60
INTERFERON_ALPHA_RESPONSE,MOV10
INTERFERON_ALPHA_RESPONSE,PROCR
P53_PATHWAY,PROCR
INTERFERON_GAMMA_RESPONSE,LAP3
INTERFERON_ALPHA_RESPONSE,LAP3
COMPLEMENT,LAP3
INTERFERON_ALPHA_RESPONSE,MVB12A
INTERFERON_GAMMA_RESPONSE,NMI
INTERFERON_ALPHA_RESPONSE,NMI
INFLAMMATORY_RESPONSE,NMI
ALLOGRAFT_REJECTION,IRF7
INTERFERON_GAMMA_RESPONSE,IRF7
INTERFERON_ALPHA_RESPONSE,IRF7
INFLAMMATORY_RESPONSE,IRF7
COMPLEMENT,IRF7
INTERFERON_GAMMA_RESPONSE,C1S
INTERFERON_ALPHA_RESPONSE,C1S
COAGULATION,C1S
COMPLEMENT,C1S
INTERFERON_GAMMA_RESPONSE,ISG15
INTERFERON_ALPHA_RESPONSE,ISG15
FATTY_ACID_METABOLISM,PSME1
INTERFERON_GAMMA_RESPONSE,PSME1
INTERFERON_ALPHA_RESPONSE,PSME1
INTERFERON_GAMMA_RESPONSE,ADAR
INTERFERON_ALPHA_RESPONSE,ADAR
INTERFERON_GAMMA_RESPONSE,GBP4
INTERFERON_ALPHA_RESPONSE,GBP4
IL2_STAT5_SIGNALING,GBP4
INTERFERON_GAMMA_RESPONSE,TRIM26
INTERFERON_ALPHA_RESPONSE,TRIM26
INTERFERON_GAMMA_RESPONSE,TDRD7
INTERFERON_ALPHA_RESPONSE,TDRD7
INTERFERON_GAMMA_RESPONSE,PARP12
INTERFERON_ALPHA_RESPONSE,PARP12
INTERFERON_GAMMA_RESPONSE,EPSTI1
INTERFERON_ALPHA_RESPONSE,EPSTI1
INTERFERON_ALPHA_RESPONSE,NUB1
FATTY_ACID_METABOLISM,UBE2L6
INTERFERON_GAMMA_RESPONSE,UBE2L6
INTERFERON_ALPHA_RESPONSE,UBE2L6
INTERFERON_ALPHA_RESPONSE,TRIM5
INTERFERON_ALPHA_RESPONSE,SAMD9
INTERFERON_GAMMA_RESPONSE,IFI44L
INTERFERON_ALPHA_RESPONSE,IFI44L
KRAS_SIGNALING_DN,IFI44L
INTERFERON_GAMMA_RESPONSE,SLC25A28
INTERFERON_ALPHA_RESPONSE,SLC25A28
INTERFERON_ALPHA_RESPONSE,LAMP3
INFLAMMATORY_RESPONSE,LAMP3
INTERFERON_GAMMA_RESPONSE,OASL
INTERFERON_ALPHA_RESPONSE,OASL
INTERFERON_GAMMA_RESPONSE,DHX58
INTERFERON_ALPHA_RESPONSE,DHX58
ALLOGRAFT_REJECTION,GBP2
INTERFERON_ALPHA_RESPONSE,GBP2
INTERFERON_GAMMA_RESPONSE,USP18
INTERFERON_ALPHA_RESPONSE,USP18
INTERFERON_GAMMA_RESPONSE,RSAD2
INTERFERON_ALPHA_RESPONSE,RSAD2
KRAS_SIGNALING_DN,RSAD2
INTERFERON_GAMMA_RESPONSE,SP110
INTERFERON_ALPHA_RESPONSE,SP110
INTERFERON_ALPHA_RESPONSE,SELL
IL2_STAT5_SIGNALING,SELL
INFLAMMATORY_RESPONSE,SELL
INTERFERON_ALPHA_RESPONSE,UBA7
INTERFERON_GAMMA_RESPONSE,IFI44
INTERFERON_ALPHA_RESPONSE,IFI44
INTERFERON_GAMMA_RESPONSE,HERC6
INTERFERON_ALPHA_RESPONSE,HERC6
INTERFERON_GAMMA_RESPONSE,BST2
INTERFERON_ALPHA_RESPONSE,BST2
INFLAMMATORY_RESPONSE,BST2
INTERFERON_GAMMA_RESPONSE,EIF2AK2
INTERFERON_ALPHA_RESPONSE,EIF2AK2
INFLAMMATORY_RESPONSE,EIF2AK2
INTERFERON_GAMMA_RESPONSE,TRIM25
INTERFERON_ALPHA_RESPONSE,TRIM25
INTERFERON_ALPHA_RESPONSE,GMPR
INTERFERON_ALPHA_RESPONSE,TMEM140
MTORC1_SIGNALING,IFI30
INTERFERON_GAMMA_RESPONSE,IFI30
INTERFERON_ALPHA_RESPONSE,IFI30
P53_PATHWAY,IFI30
INTERFERON_GAMMA_RESPONSE,METTL7B
INTERFERON_GAMMA_RESPONSE,ST3GAL5
APICAL_JUNCTION,VCAM1
INTERFERON_GAMMA_RESPONSE,VCAM1
EPITHELIAL_MESENCHYMAL_TRANSITION,VCAM1
INTERFERON_GAMMA_RESPONSE,HLA-B
INTERFERON_GAMMA_RESPONSE,MX2
INTERFERON_GAMMA_RESPONSE,LATS2
ALLOGRAFT_REJECTION,HLA-DMA
